Wall Distance (cm),Setpoint (cm),Time (ms)
16,18,7668.50000000003
16,18,7699.80000000003
15,18,7731.10000000003
16,18,7762.400000000031
18,18,7793.700000000031
21,18,7825.000000000031
26,18,7856.300000000031
28,18,7887.600000000031
28,18,7918.9000000000315
28,18,7950.200000000032
28,18,7981.500000000032
28,18,8012.800000000032
28,18,8044.100000000032
28,18,8075.400000000032
28,18,8106.700000000033
28,18,8138.000000000033
28,18,8169.300000000033
28,18,8200.600000000033
28,18,8231.900000000032
28,18,8263.200000000032
28,18,8294.500000000031
28,18,8325.80000000003
28,18,8357.10000000003
28,18,8388.400000000029
28,18,8419.700000000028
28,18,8451.000000000027
28,18,8482.300000000027
28,18,8513.600000000026
28,18,8544.900000000025
28,18,8576.200000000024
28,18,8607.500000000024
28,18,8638.800000000023
28,18,8670.100000000022
28,18,8701.400000000021
28,18,8732.70000000002
28,18,8764.00000000002
28,18,8795.30000000002
28,18,8826.600000000019
28,18,8857.900000000018
28,18,8889.200000000017
28,18,8920.500000000016
28,18,8951.800000000016
28,18,8983.100000000015
28,18,9014.400000000014
28,18,9045.700000000013
28,18,9077.000000000013
28,18,9108.300000000012
28,18,9139.600000000011
28,18,9170.90000000001
28,18,9202.20000000001
28,18,9233.50000000001
28,18,9264.800000000008
28,18,9296.100000000008
28,18,9327.400000000007
28,18,9358.700000000006
28,18,9390.000000000005
28,18,9421.300000000005
28,18,9452.600000000004
28,18,9483.900000000003
28,18,9515.200000000003
28,18,9546.500000000002
28,18,9577.800000000001
28,18,9609.1
28,18,9640.4
28,18,9671.699999999999
28,18,9702.999999999998
28,18,9734.299999999997
28,18,9765.599999999997
28,18,9796.899999999996
28,18,9828.199999999995
28,18,9859.499999999995
28,18,9890.799999999994
28,18,9922.099999999993
28,18,9953.399999999992
28,18,9984.699999999992
28,18,10015.99999999999
28,18,10047.29999999999
28,18,10078.59999999999
28,18,10109.899999999989
28,18,10141.199999999988
28,18,10172.499999999987
28,18,10203.799999999987
28,18,10235.099999999986
28,18,10266.399999999985
28,18,10297.699999999984
28,18,10328.999999999984
28,18,10360.299999999983
28,18,10391.599999999982
28,18,10422.899999999981
28,18,10454.19999999998
28,18,10485.49999999998
28,18,10516.79999999998
28,18,10548.099999999979
28,18,10579.399999999978
28,18,10610.699999999977
28,18,10641.999999999976
28,18,10673.299999999976
28,18,10704.599999999975
28,18,10735.899999999974
28,18,10767.199999999973
28,18,10798.499999999973
28,18,10829.799999999972
28,18,10861.099999999971
28,18,10892.39999999997
28,18,10923.69999999997
28,18,10954.999999999969
28,18,10986.299999999968
27,18,11017.599999999968
28,18,11048.899999999967
28,18,11080.199999999966
28,18,11111.499999999965
28,18,11142.799999999965
28,18,11174.099999999964
28,18,11205.399999999963
28,18,11236.699999999963
28,18,11267.999999999962
28,18,11299.299999999961
28,18,11330.59999999996
28,18,11361.89999999996
28,18,11393.199999999959
28,18,11424.499999999958
28,18,11455.799999999957
28,18,11487.099999999957
28,18,11518.399999999956
28,18,11549.699999999955
28,18,11580.999999999955
28,18,11612.299999999954
28,18,11643.599999999953
28,18,11674.899999999952
28,18,11706.199999999952
28,18,11737.49999999995
28,18,11768.79999999995
28,18,11800.09999999995
28,18,11831.399999999949
28,18,11862.699999999948
28,18,11893.999999999947
28,18,11925.299999999947
28,18,11956.599999999946
28,18,11987.899999999945
28,18,12019.199999999944
28,18,12050.499999999944
28,18,12081.799999999943
28,18,12113.099999999942
28,18,12144.399999999941
28,18,12175.69999999994
28,18,12206.99999999994
28,18,12238.29999999994
28,18,12269.599999999939
28,18,12300.899999999938
28,18,12332.199999999937
28,18,12363.499999999936
28,18,12394.799999999936
27,18,12426.099999999935
26,18,12457.399999999934
26,18,12488.699999999933
26,18,12519.999999999933
24,18,12551.299999999932
24,18,12582.599999999931
22,18,12613.89999999993
22,18,12645.19999999993
21,18,12676.499999999929
20,18,12707.799999999928
19,18,12739.099999999928
19,18,12770.399999999927
19,18,12801.699999999926
19,18,12832.999999999925
19,18,12864.299999999925
18,18,12895.599999999924
18,18,12926.899999999923
18,18,12958.199999999923
17,18,12989.499999999922
17,18,13020.799999999921
17,18,13052.09999999992
17,18,13083.39999999992
16,18,13114.699999999919
16,18,13145.999999999918
16,18,13177.299999999917
16,18,13208.599999999917
16,18,13239.899999999916
16,18,13271.199999999915
16,18,13302.499999999915
16,18,13333.799999999914
16,18,13365.099999999913
16,18,13396.399999999912
16,18,13427.699999999912
16,18,13458.99999999991
16,18,13490.29999999991
16,18,13521.59999999991
16,18,13552.899999999909
16,18,13584.199999999908
16,18,13615.499999999907
16,18,13646.799999999907
16,18,13678.099999999906
16,18,13709.399999999905
16,18,13740.699999999904
16,18,13771.999999999904
16,18,13803.299999999903
16,18,13834.599999999902
16,18,13865.899999999901
16,18,13897.1999999999
16,18,13928.4999999999
16,18,13959.7999999999
17,18,13991.099999999899
17,18,14022.399999999898
17,18,14053.699999999897
17,18,14084.999999999896
17,18,14116.299999999896
17,18,14147.599999999895
18,18,14178.899999999894
18,18,14210.199999999893
18,18,14241.499999999893
18,18,14272.799999999892
19,18,14304.099999999891
19,18,14335.39999999989
19,18,14366.69999999989
19,18,14397.999999999889
19,18,14429.299999999888
19,18,14460.599999999888
19,18,14491.899999999887
19,18,14523.199999999886
19,18,14554.499999999885
19,18,14585.799999999885
19,18,14617.099999999884
19,18,14648.399999999883
19,18,14679.699999999882
19,18,14710.999999999882
19,18,14742.299999999881
19,18,14773.59999999988
19,18,14804.89999999988
19,18,14836.199999999879
19,18,14867.499999999878
19,18,14898.799999999877
19,18,14930.099999999877
19,18,14961.399999999876
19,18,14992.699999999875
19,18,15023.999999999874
19,18,15055.299999999874
19,18,15086.599999999873
19,18,15117.899999999872
19,18,15149.199999999872
19,18,15180.49999999987
19,18,15211.79999999987
19,18,15243.09999999987
19,18,15274.399999999869
19,18,15305.699999999868
19,18,15336.999999999867
19,18,15368.299999999866
19,18,15399.599999999866
19,18,15430.899999999865
19,18,15462.199999999864
19,18,15493.499999999864
19,18,15524.799999999863
19,18,15556.099999999862
19,18,15587.399999999861
19,18,15618.69999999986
18,18,15649.99999999986
18,18,15681.29999999986
19,18,15712.599999999858
19,18,15743.899999999858
19,18,15775.199999999857
19,18,15806.499999999856
19,18,15837.799999999856
19,18,15869.099999999855
19,18,15900.399999999854
19,18,15931.699999999853
19,18,15962.999999999853
19,18,15994.299999999852
19,18,16025.599999999851
19,18,16056.89999999985
19,18,16088.19999999985
19,18,16119.499999999849
19,18,16150.799999999848
19,18,16182.099999999848
19,18,16213.399999999847
19,18,16244.699999999846
18,18,16275.999999999845
18,18,16307.299999999845
18,18,16338.599999999844
18,18,16369.899999999843
18,18,16401.199999999844
18,18,16432.499999999844
18,18,16463.799999999843
18,18,16495.099999999842
18,18,16526.39999999984
18,18,16557.69999999984
18,18,16588.99999999984
18,18,16620.29999999984
18,18,16651.59999999984
17,18,16682.899999999838
17,18,16714.199999999837
17,18,16745.499999999836
17,18,16776.799999999836
17,18,16808.099999999835
17,18,16839.399999999834
17,18,16870.699999999833
17,18,16901.999999999833
17,18,16933.299999999832
17,18,16964.59999999983
18,18,16995.89999999983
18,18,17027.19999999983
18,18,17058.49999999983
18,18,17089.79999999983
19,18,17121.099999999828
19,18,17152.399999999827
19,18,17183.699999999826
19,18,17214.999999999825
19,18,17246.299999999825
19,18,17277.599999999824
19,18,17308.899999999823
19,18,17340.199999999822
19,18,17371.49999999982
19,18,17402.79999999982
19,18,17434.09999999982
19,18,17465.39999999982
19,18,17496.69999999982
19,18,17527.999999999818
19,18,17559.299999999817
19,18,17590.599999999817
19,18,17621.899999999816
19,18,17653.199999999815
19,18,17684.499999999814
19,18,17715.799999999814
19,18,17747.099999999813
19,18,17778.399999999812
19,18,17809.69999999981
19,18,17840.99999999981
19,18,17872.29999999981
19,18,17903.59999999981
19,18,17934.89999999981
19,18,17966.199999999808
19,18,17997.499999999807
19,18,18028.799999999806
19,18,18060.099999999806
19,18,18091.399999999805
19,18,18122.699999999804
19,18,18153.999999999804
19,18,18185.299999999803
19,18,18216.599999999802
19,18,18247.8999999998
19,18,18279.1999999998
19,18,18310.4999999998
19,18,18341.7999999998
19,18,18373.0999999998
19,18,18404.399999999798
19,18,18435.699999999797
19,18,18466.999999999796
19,18,18498.299999999796
19,18,18529.599999999795
19,18,18560.899999999794
19,18,18592.199999999793
19,18,18623.499999999793
19,18,18654.799999999792
19,18,18686.09999999979
19,18,18717.39999999979
19,18,18748.69999999979
19,18,18779.99999999979
19,18,18811.29999999979
19,18,18842.599999999788
19,18,18873.899999999787
19,18,18905.199999999786
19,18,18936.499999999785
19,18,18967.799999999785
19,18,18999.099999999784
19,18,19030.399999999783
19,18,19061.699999999782
19,18,19092.99999999978
19,18,19124.29999999978
19,18,19155.59999999978
19,18,19186.89999999978
19,18,19218.19999999978
19,18,19249.499999999778
19,18,19280.799999999777
19,18,19312.099999999777
19,18,19343.399999999776
19,18,19374.699999999775
19,18,19405.999999999774
19,18,19437.299999999774
19,18,19468.599999999773
19,18,19499.899999999772
19,18,19531.19999999977
19,18,19562.49999999977
19,18,19593.79999999977
19,18,19625.09999999977
19,18,19656.39999999977
19,18,19687.699999999768
19,18,19718.999999999767
19,18,19750.299999999766
19,18,19781.599999999766
18,18,19812.899999999765
18,18,19844.199999999764
19,18,19875.499999999764
19,18,19906.799999999763
20,18,19938.099999999762
22,18,19969.39999999976
27,18,20000.69999999976
28,18,20031.99999999976
28,18,20063.29999999976
28,18,20094.59999999976
28,18,20125.899999999758
28,18,20157.199999999757
28,18,20188.499999999756
28,18,20219.799999999756
28,18,20251.099999999755
28,18,20282.399999999754
28,18,20313.699999999753
28,18,20344.999999999753
28,18,20376.299999999752
28,18,20407.59999999975
26,18,20438.89999999975
24,18,20470.19999999975
21,18,20501.49999999975
20,18,20532.79999999975
18,18,20564.099999999748
16,18,20595.399999999747
16,18,20626.699999999746
16,18,20657.999999999745
17,18,20689.299999999745
20,18,20720.599999999744
24,18,20751.899999999743
28,18,20783.199999999742
28,18,20814.49999999974
28,18,20845.79999999974
28,18,20877.09999999974
28,18,20908.39999999974
28,18,20939.69999999974
28,18,20970.999999999738
28,18,21002.299999999737
28,18,21033.599999999737
28,18,21064.899999999736
28,18,21096.199999999735
28,18,21127.499999999734
28,18,21158.799999999734
28,18,21190.099999999733
28,18,21221.399999999732
28,18,21252.69999999973
28,18,21283.99999999973
28,18,21315.29999999973
28,18,21346.59999999973
28,18,21377.89999999973
28,18,21409.199999999728
28,18,21440.499999999727
28,18,21471.799999999726
28,18,21503.099999999726
28,18,21534.399999999725
28,18,21565.699999999724
28,18,21596.999999999724
28,18,21628.299999999723
28,18,21659.599999999722
28,18,21690.89999999972
28,18,21722.19999999972
28,18,21753.49999999972
28,18,21784.79999999972
28,18,21816.09999999972
28,18,21847.399999999718
28,18,21878.699999999717
28,18,21909.999999999716
28,18,21941.299999999716
28,18,21972.599999999715
28,18,22003.899999999714
28,18,22035.199999999713
28,18,22066.499999999713
28,18,22097.799999999712
28,18,22129.09999999971
28,18,22160.39999999971
28,18,22191.69999999971
28,18,22222.99999999971
28,18,22254.29999999971
28,18,22285.599999999708
28,18,22316.899999999707
28,18,22348.199999999706
28,18,22379.499999999705
28,18,22410.799999999705
28,18,22442.099999999704
28,18,22473.399999999703
28,18,22504.699999999702
28,18,22535.9999999997
28,18,22567.2999999997
28,18,22598.5999999997
28,18,22629.8999999997
28,18,22661.1999999997
28,18,22692.499999999698
28,18,22723.799999999697
28,18,22755.099999999697
28,18,22786.399999999696
28,18,22817.699999999695
28,18,22848.999999999694
28,18,22880.299999999694
27,18,22911.599999999693
24,18,22942.899999999692
23,18,22974.19999999969
21,18,23005.49999999969
22,18,23036.79999999969
26,18,23068.09999999969
28,18,23099.39999999969
28,18,23130.699999999688
28,18,23161.999999999687
28,18,23193.299999999686
28,18,23224.599999999686
28,18,23255.899999999685
28,18,23287.199999999684
28,18,23318.499999999683
28,18,23349.799999999683
28,18,23381.099999999682
28,18,23412.39999999968
28,18,23443.69999999968
28,18,23474.99999999968
28,18,23506.29999999968
28,18,23537.59999999968
28,18,23568.899999999678
28,18,23600.199999999677
28,18,23631.499999999676
28,18,23662.799999999675
28,18,23694.099999999675
28,18,23725.399999999674
28,18,23756.699999999673
28,18,23787.999999999673
28,18,23819.299999999672
28,18,23850.59999999967
28,18,23881.89999999967
28,18,23913.19999999967
28,18,23944.49999999967
28,18,23975.79999999967
28,18,24007.099999999667
28,18,24038.399999999667
28,18,24069.699999999666
28,18,24100.999999999665
28,18,24132.299999999665
28,18,24163.599999999664
28,18,24194.899999999663
28,18,24226.199999999662
28,18,24257.49999999966
28,18,24288.79999999966
27,18,24320.09999999966
28,18,24351.39999999966
28,18,24382.69999999966
28,18,24413.999999999658
28,18,24445.299999999657
28,18,24476.599999999657
28,18,24507.899999999656
28,18,24539.199999999655
28,18,24570.499999999654
28,18,24601.799999999654
28,18,24633.099999999653
24,18,24664.399999999652
16,18,24695.69999999965
15,18,24726.99999999965
15,18,24758.29999999965
